source	target	freq
الطاهر	al-Ṭāhir	28
حديث	ḥadīth	28
سابقا	sābiqan	28
زغلول	Zaghlūl	28
حنبل	Ḥanbal	28
صليبا	Ṣalībā	27
يوم	yawm	27
العلوي	al-ʻAlawī	27
مردم	Mardam	27
النحو	al-naḥw	27
بستاني	Bustānī	27
وتاريخ	wa-tārīkh	27
بمعهد	bi-Maʻhad	27
مصادر	maṣādir	27
الشهيد	al-Shahīd	27
منهاج	Minhāj	27
الهمام	al-humām	27
ثم	thumma	27
عمار	ʻAmmār	27
العالي	al-ʻĀlī	27
وليم	William	27
حريصا	Ḥarīṣā	27
عفيفي	ʻAfīfī	27
هندية	Hindīyah	27
الرضا	al-Riḍā	27
التاسع	al-tāsiʻ	27
الرشيد	al-Rashīd	27
الحافظ	al-ḥāfiẓ	27
وفي	wa-fī	27
عسكري	ʻAskarī	27
المصطفى	al-Muṣṭafá	27
جبوري	Jubūrī	27
المرعشى	al-Marʻashī	27
ضوء	ḍawʼ	27
سعدي	Saʻdī	27
المعلمين	al-Muʻallimīn	27
ب	B	27
الفاسي	al-Fāsī	27
عقيل	ʻAqīl	27
الريحاني	al-Rīḥānī	27
جبور	Jabbūr	27
بدران	Badrān	27
الفجالة	al-Fajjālah	27
المفتش	al-mufattish	27
الفرنسية	al-Faransīyah	27
آداب	ādāb	27
خريج	khirrīj	27
جابر	Jābir	26
سابا	Sābā	26
للآثار	lil-Āthār	26
بشرح	bi-sharḥ	26
وتصحيحه	wa-taṣḥīḥihi	26
الأخلاق	al-akhlāq	26
الحياة	al-ḥayāh	26
المقفع	al-Muqaffaʻ	26
مخلوف	Makhlūf	26
رشدي	Rushdī	26
الرازق	al-Rāziq	26
وجدي	Wajdī	26
المظفر	al-Muẓaffar	26
تقديم	taqdīm	26
أنطون	Anṭūn	26
ربيع	Rabīʻ	26
أعلام	Aʻlām	26
الآباء	al-Ābāʼ	26
اليازجي	al-Yāzijī	26
عروة	ʻUrwah	26
الاندلسي	al-Andalusī	26
وقد	wa-qad	26
فيصل	Fayṣal	26
مسائل	masāʼil	26
ساطع	Sāṭiʻ	26
الأئمة	al-aʼimmah	26
أدبية	adabīyah	26
أدب	Adab	26
النجار	al-Najjār	26
الطب	al-ṭibb	26
مصلحة	Maṣlaḥat	26
حرب	Ḥarb	26
الكاشاني	al-Kāshānī	26
احكام	aḥkām	26
سلوم	Sallūm	26
القديمة	al-qadīmah	26
القاضي	al-Qāḍī	26
ووقف	wa-waqafa	26
الغروي	al-Gharawī	26
القاهر	al-Qāhir	26
الفوائد	al-fawāʼid	26
خوري	Khūrī	26
عنه	ʻanhu	26
تحليلية	taḥlīlīyah	25
التركية	al-Turkīyah	25
المرسلين	al-Mursalīn	25
حزم	Ḥazm	25
محكمة	Maḥkamat	25
الشاعر	al-shāʻir	25
القانونية	al-qānūnīyah	25
محفوظ	Maḥfūẓ	25
الكتبي	al-Kutubī	25
قبل	qabla	25
مبادئ	Mabādiʼ	25
معالم	Maʻālim	25
المدرسي	al-Mudarrisī	25
جوهري	Jawharī	25
وعلم	wa-ʻilm	25
جواهر	Jawāhir	25
تمثيلية	tamthīlīyah	25
فيليب	Fīlīb	25
القضاء	al-qaḍāʼ	25
مرة	marrah	25
جني	Jinnī	25
السوري	al-Sūrī	25
مفتاح	Miftāḥ	25
الشرفية	al-Sharafīyah	25
رفاعي	Rifāʻī	25
انطون	Anṭūn	25
العثماني	al-ʻUthmānī	25
دبلوم	diblūm	25
الجاهلية	al-Jāhilīyah	25
للتأليف	lil-Taʼlīf	25
بركات	Barakāt	25
صروف	Ṣarrūf	25
التفسير	al-tafsīr	25
ايران	Īrān	25
آراء	Ārāʼ	25
الأديب	al-adīb	25
داغر	Dāghir	25
بتاريخ	bi-tārīkh	25
شيخو	Cheikho	25
خديجة	Khadījah	25
الثورة	al-thawrah	25
الوطني	al-Waṭanī	25
الهند	al-Hind	25
رياض	Riyāḍ	25
نخلة	Nakhlah	25
غريب	gharīb	25
شلبي	Shalabī	25
طريق	ṭarīq	25
رمضان	Ramaḍān	25
التنزيل	al-tanzīl	25
المالكي	al-Mālikī	25
الزراعي	al-zirāʻī	25
قواعد	Qawāʻid	25
فهرس	Fihris	25
فن	fann	25
شافعي	Shāfiʻī	25
فهارسه	fahārisahu	25
الكردي	al-Kurdī	25
المارونية	al-Mārūnīyah	25
بها	bi-hā	24
ربه	Rabbih	24
هاشمي	Hāshimī	24
للإمام	lil-Imām	24
عرض	ʻarḍ	24
الجواد	al-Jawād	24
التوحيدي	al-Tawḥīdī	24
كيلاني	Kīlānī	24
الموصل	al-Mawṣil	24
الاقتصاد	al-iqtiṣād	24
النساء	al-nisāʼ	24
للآباء	lil-Ābāʼ	24
1947	1947	24
مختار	Mukhtār	24
الاستقامة	al-Istiqāmah	24
عمدة	ʻUmdat	24
الاخبار	al-akhbār	24
أخبار	Akhbār	24
الهندي	al-Hindī	24
الشرف	al-sharaf	24
سبيل	sabīl	24
فاطمة	Fāṭimah	24
الإقتصادية	al-iqtiṣādīyah	24
مولانا	mawlānā	24
ر	R	24
قصيرة	qaṣīrah	24
عارف	ʻĀrif	24
اعتنى	iʻtaná	24
هيكل	Haykal	24
لسان	Lisān	24
ذيل	Dhayl	24
الفارسي	al-Fārisī	24
هادى	Hādī	24
دي	Dī	23
المرتضوية	al-Murtaḍawīyah	23
الأمم	al-umam	23
الجندي	al-Jundī	23
فاخوري	Fākhūrī	23
نهاية	Nihāyat	23
نسيم	Nasīm	23
المدنية	al-madanīyah	23
جاد	Jād	23
الحريري	al-Ḥarīrī	23
المكرمة	al-Mukarramah	23
البحراني	al-Baḥrānī	23
المكي	al-Makkī	23
وتقديم	wa-taqdīm	23
شقرا	Shaqrā	23
صناعة	ṣināʻat	23
اسحق	Isḥāq	23
تراجم	tarājim	23
الإجتماعية	al-ijtimāʻīyah	23
الأنصاري	al-Anṣārī	23
التونسي	al-Tūnisī	23
النبوية	al-Nabawīyah	23
الاقتصادية	al-iqtiṣādīyah	23
الكافي	al-Kāfī	23
زيادة	Ziyādah	23
أمير	Amīr	23
لاحياء	li-Iḥyāʼ	23
سيرة	Sīrat	23
ونشره	wa-nashrihi	23
طوسون	Ṭūsūn	23
وادي	Wādī	23
بشارة	Bishārah	23
جديدة	jadīdah	23
شاهين	Shāhīn	23
البلدان	al-buldān	23
مطلوب	Maṭlūb	23
شبر	Shubbar	23
عاصم	ʻĀṣim	23
والدين	wa-al-dīn	23
الاثار	al-Āthār	22
بولاق	Būlāq	22
شاعر	shāʻir	22
A	A	22
روح	Rūḥ	22
السادسة	al-sādisah	22
الخراساني	al-Khurāsānī	22
و	wa	22
ن	n	22
آلوسي	Ālūsī	22
رازي	Rāzī	22
ف	F	22
قطب	Quṭb	22
عزة	ʻIzzat	22
قمي	Qummī	22
et	et	22
ومن	wa-min	22
رفيق	Rafīq	22
نوفل	Nawfal	22
غير	ghayr	22
مفيد	Mufīd	22
الكامل	al-kāmil	22
علق	ʻallaqa	22
البحث	al-baḥth	22
شبكة	Shabakah	22
العسكري	al-ʻAskarī	22
عصر	ʻaṣr	22
نجفي	Najafī	22
زريق	Zurayq	22
الأزهرية	al-Azharīyah	22
اليقظة	al-Yaqẓah	22
كل	kull	22
الكاشي	al-Kāshī	22
الإستقامة	al-Istiqāmah	22
وسلم	wa-sallam	22
الكندي	al-Kindī	22
1949	1949	22
النيسابوري	al-Nīsābūrī	22
الثقافية	al-thaqāfīyah	22
ألفه	allafahu	22
يبحث	yabḥathu	22
نوابغ	Nawābigh	22
الحرب	al-ḥarb	22
نائب	nāʼib	22
حنفي	Ḥanafī	22
ذكرى	Dhikrá	21
جرداق	Jurdāq	21
نقد	naqd	21
غالي	Ghālī	21
ونقد	wa-naqd	21
وافي	Wāfī	21
جزائري	Jazāʼirī	21
ميرزا	Mīrzā	21
مشكلة	Mushkilat	21
غاية	Ghāyat	21
صحيح	Ṣaḥīḥ	21
العهد	al-ʻahd	21
اللجنة	al-Lajnah	21
مناقب	manāqib	21
صلى	ṣallá	21
سهل	Sahl	21
حلبي	Ḥalabī	21
خطب	khuṭab	21
بشر	Bishr	21
العباسية	al-ʻAbbāsīyah	21
عقائد	ʻaqāʼid	21
6	6	21
يازجي	Yāzijī	21
اليه	ilayhi	21
روضة	Rawḍat	21
الفارض	al-Fāriḍ	21
وشرحه	wa-sharaḥahu	21
المكنون	al-maknūn	21
وتحليل	wa-taḥlīl	21
بجوار	bi-jiwār	21
طوقان	Ṭūqān	21
مطران	Muṭrān	21
سر	Sirr	21
المتنبي	al-Mutanabbī	21
المجلس	al-Majlis	21
محافظة	Muḥāfaẓat	21
القراءات	al-qirāʼāt	21
المختصر	al-Mukhtaṣar	21
البكري	al-Bakrī	21
مجموع	majmūʻ	21
إليه	ilayhi	21
محاسن	maḥāsin	21
القيس	al-Qays	21
الجوائب	al-Jawāʼib	21
فريحة	Furayḥah	21
رشد	Rushd	21
قزويني	Qazwīnī	21
فضل	Faḍl	21
عابدين	ʻĀbidīn	21
المولى	al-Mawlá	20
أساتذة	asātidhat	20
سباعي	Sibāʻī	20
نديم	Nadīm	20
الداخلية	al-Dākhilīyah	20
آخر	ākhir	20
الكاظمي	al-Kāẓimī	20
عرفة	ʻArafah	20
الحقائق	al-ḥaqāʼiq	20
المحاسن	al-Maḥāsin	20
مشاهير	mashāhīr	20
نجار	Najjār	20
الحداد	al-Ḥaddād	20
أول	awwal	20
والبيان	wa-al-bayān	20
الائمة	al-aʼimmah	20
التابعة	al-tābiʻah	20
العشرين	al-ʻishrīn	20
الغرب	al-Gharb	20
تطوان	Tiṭwān	20
1952	1952	20
سبزوارى	Sabzavārī	20
المنعقد	al-munʻaqid	20
الغربي	al-gharbī	20
المنجد	al-Munajjid	20
مسكويه	Miskawayh	20
والاجتماعية	wa-al-ijtimāʻīyah	20
الدر	al-Durr	20
ماهر	Māhir	20
جرجاني	Jurjānī	20
العدل	al-ʻAdl	20
نصار	Naṣṣār	20
إسحق	Isḥāq	20
حائري	Ḥāʼirī	20
التدريس	al-tadrīs	20
التصوف	al-taṣawwuf	20
الخديوية	al-Khidīwīyah	20
جاسم	Jāsim	20
بمناسبة	bi-munāsabat	20
آمين	āmīn	20
منشئ	munshiʼ	20
الإقتصادي	al-iqtiṣādī	20
des	des	20
ذات	dhāt	20
الأمة	al-ummah	20
منجد	Munajjid	20
فراس	Firās	20
سلمان	Salmān	20
حريري	Ḥarīrī	20
الكوثري	al-Kawtharī	20
الحكم	al-ḥukm	20
الفرات	al-Furāt	20
جرير	Jarīr	20
يسوع	Jesus	20
مطر	Maṭar	20
الجزائر	al-Jazāʼir	20
ثعلب	Thaʻlab	19
دير	Dayr	19
آيات	āyāt	19
عماد	ʻImād	19
اللغوية	al-lughawīyah	19
امام	Imām	19
عربية	ʻArabīyah	19
مدينة	madīnat	19
1931	1931	19
اشراف	ishrāf	19
تعليقات	taʻlīqāt	19
عصره	ʻaṣrihi	19
المدرسة	al-Madrasah	19
عجائب	ʻAjāʼib	19
الأخبار	al-akhbār	19
زعيتر	Zuʻaytir	19
٣	3	19
صفوة	Ṣafwat	19
اليمن	al-Yaman	19
القرشي	al-Qurashī	19
الهجري	al-Hijrī	19
جون	John	19
مناهل	Manāhil	19
كوثري	Kawtharī	19
الحموي	al-Ḥamawī	19
سمير	Samīr	19
الجعفري	al-Jaʻfarī	19
الروح	al-rūḥ	19
M	M	19
والفنون	wa-al-Funūn	19
الرومي	al-Rūmī	19
1954	1954	19
عشرة	ʻasharah	19
والأخلاق	wa-al-akhlāq	19
الاميركانية	al-Amīrkānīyah	19
أعمال	aʻmāl	19
المشهور	al-mashhūr	19
الشؤون	al-Shuʼūn	19
بيت	Bayt	19
ميزان	Mīzān	19
ترتيب	tartīb	19
الشرح	al-sharḥ	19
بجمعه	bi-jamʻihi	19
لاابن	li-Ibn	19
بالأزهر	bi-al-Azhar	19
المقال	al-maqāl	19
يزيد	Yazīd	19
وفيه	wa-fīhi	19
بحار	Biḥār	19
الأمانة	al-Amānah	19
المغربية	al-Maghribīyah	19
اللغوي	al-lughawī	19
حجة	ḥujjat	19
بالمطبعة	bi-al-Maṭbaʻah	19
المحدث	al-muḥaddith	19
توما	Tūmā	19
النادرة	al-nādirah	19
المركزية	al-Markazīyah	19
المركز	al-Markaz	19
الطالقاني	al-Ṭālqānī	19
اوس	Aws	19
المحسن	al-Muḥsin	19
ومدير	wa-mudīr	19
اللغات	al-lughāt	19
النصوص	al-nuṣūṣ	19
عربه	ʻarrabahu	19
ومدرس	wa-mudarris	18
زيادات	ziyādāt	18
جبل	Jabal	18
زهرة	Zahrah	18
1920	1920	18
الطبري	al-Ṭabarī	18
المؤيد	al-Muʼayyad	18
18	18	18
ارشاد	Irshād	18
عميد	ʻamīd	18
شجاع	Shujāʻ	18
اليونانية	al-Yūnānīyah	18
الجبوري	al-Jubūrī	18
الاتحاد	al-Ittiḥād	18
الصديق	al-Ṣiddīq	18
جبر	Jabr	18
ايوب	Ayyūb	18
العالمية	al-ʻĀlamīyah	18
قام	qāma	18
موجز	Mūjaz	18
آثار	āthār	18
المختار	al-Mukhtār	18
بحراني	Baḥrānī	18
وضبطه	wa-ḍabaṭahu	18
المعلم	al-muʻallim	18
البخاري	al-Bukhārī	18
محدد	identified	18
حرز	Ḥirz	18
قصص	Qiṣaṣ	18
البحر	al-baḥr	18
ياقوت	Yāqūt	18
نشره	nasharahu	18
النظام	al-Niẓām	18
الخارجية	al-Khārijīyah	18
الناشر	publisher	18
النافع	al-nāfiʻ	18
بنت	Bint	18
النسخة	al-nuskhah	18
سرور	Surūr	18
ماجستير	mājistīr	18
الباقر	al-Bāqir	18
رمزي	Ramzī	18
رضي	Raḍī	18
قلعجي	Qalʻajī	18
هنري	Hinrī	18
عائشة	ʻĀʼishah	18
متنبي	Mutanabbī	18
مفتش	mufattish	18
اسماء	asmāʼ	18
قمير	Qumayr	18
حسام	Ḥusām	18
المطبوعات	al-Maṭbūʻāt	18
الفه	allafahu	18
الدرر	al-Durar	18
الخميني	al-Khumaynī	18
أحوال	aḥwāl	18
أحكام	aḥkām	18
معاني	maʻānī	18
أم	Umm	18
مندور	Mandūr	18
قد	qad	18
7	7	18
الخيام	al-Khayyām	18
غرزوزي	Gharzūzī	18
نصوص	Nuṣūṣ	18
البركات	al-Barakāt	18
الفضيلة	al-faḍīlah	18
الخضر	al-Khiḍr	18
المدخل	al-Madkhal	18
الثقافي	al-Thaqāfī	18
المدينة	al-Madīnah	17
والإسلام	wa-al-Islām	17
وذكر	wa-dhikr	17
والسياسة	wa-al-siyāsah	17
الرسائل	al-rasāʼil	17
اليمني	al-Yamanī	17
موفق	Muwaffaq	17
هداية	Hidāyat	17
الفتوح	al-Futūḥ	17
المقدس	al-Muqaddas	17
الأدبي	al-adabī	17
المفيد	al-Mufīd	17
الجزيرة	al-Jazīrah	17
الفنية	al-fannīyah	17
الذهبي	al-dhahabī	17
الزنجاني	al-Zanjānī	17
للمدارس	lil-madāris	17
العدوي	al-ʻAdawī	17
المعتز	al-Muʻtazz	17
معارف	Maʻārif	17
نصير	Naṣīr	17
المدارس	al-madāris	17
الرياضيات	al-riyāḍīyāt	17
نواس	Nuwās	17
باز	Bāz	17
الناس	al-nās	17
آغا	Āghā	17
الاسرار	al-asrār	17
العلوية	al-ʻAlawīyah	17
الاقتصادي	al-iqtiṣādī	17
الاجتماعي	al-ijtimāʻī	17
انطاكي	Anṭākī	17
افرام	Afrām	17
الدسوقي	al-Dasūqī	17
المحفوظة	al-maḥfūẓah	17
انستاس	Anistās	17
نقلها	naqalahā	17
الثامن	al-thāmin	17
مصححة	muṣaḥḥaḥah	17
التوفيق	al-Tawfīq	17
الكيلاني	al-Kīlānī	17
الصلاة	al-ṣalāh	17
النور	al-Nūr	17
الترمذي	al-Tirmidhī	17
مظفر	Muẓaffar	17
الامير	al-Amīr	17
العين	al-ʻayn	17
لم	lam	17
لكتاب	li-kitāb	17
ابى	Abī	17
الميمنية	al-Maymanīyah	17
لها	lahā	17
الروم	al-Rūm	17
الإعتماد	al-Iʻtimād	17
كثير	Kathīr	17
فهد	Fahd	17
غفاري	Ghaffārī	17
1951	1951	17
فنون	funūn	17
17	17	17
سلمى	Sulmá	17
رحمه	raḥimahu	17
روائع	Rawāʼiʻ	17
تدريس	tadrīs	17
غالب	Ghālib	17
قنديل	Qandīl	17
بشار	Bashshār	17
ريدة	Rīdah	17
كليلة	Kalīlah	17
by	by	17
حر	Ḥurr	17
ومقالات	wa-maqālāt	17
فرح	Faraḥ	17
بمقدمة	bi-muqaddimah	17
كنز	Kanz	17
دروزة	Darwazah	17
تلخيص	Talkhīṣ	17
غرر	Ghurar	17
رابطة	Rābiṭat	17
حسان	Ḥassān	17
رجائي	Rajāʼī	17
and	and	17
سراج	Sirāj	17
تٱليف	taʼlīf	17
dated	dated	17
حمد	Ḥamad	17
وبيان	wa-bayān	16
الاسكندرية	al-Iskandarīyah	16
يقظان	Yaqẓān	16
بديع	Badīʻ	16
الأثر	al-athar	16
الجميلة	al-Jamīlah	16
علمية	ʻilmīyah	16
الجمعة	al-Jumʻah	16
فخري	Fakhrī	16
مخائيل	Mikhāʼīl	16
خلاف	Khallāf	16
الحيدري	al-Ḥaydarī	16
إسحاق	Isḥāq	16
عين	ʻAyn	16
الخاصة	al-khāṣṣah	16
الاعلى	al-Aʻlá	16
محمدي	Muḥammadī	16
شبلي	Shiblī	16
دول	duwal	16
وطرق	wa-ṭuruq	16
الجلية	al-jalīyah	16
الاعتقاد	al-iʻtiqād	16
إدريس	Idrīs	16
كندي	Kindī	16
القصة	al-qiṣṣah	16
حماد	Ḥammād	16
احاديث	aḥādīth	16
الانجلو	al-Anjlū	16
حي	Ḥayy	16
الأعلام	al-aʻlām	16
الزمخشري	al-Zamakhsharī	16
التيمورية	al-Taymūrīyah	16
العسقلاني	al-ʻAsqalānī	16
بكري	Bakrī	16
القومية	al-qawmīyah	16
الستار	al-Sattār	16
جميع	Jamīʻ	16
حميد	Ḥamīd	16
نعيمة	Nuʻaymah	16
وثائق	Wathāʼiq	16
للعالم	lil-ʻālim	16
طويل	Ṭawīl	16
الكتابة	al-kitābah	16
عربي	ʻArabī	16
جديد	jadīd	16
الغفاري	al-Ghaffārī	16
أبى	Abī	16
صقر	Ṣaqr	16
دين	dīn	16
الدمشقية	al-Dimashqīyah	16
تحليلي	taḥlīlī	16
كحالة	Kaḥḥālah	16
أديب	Adīb	16
علاء	ʻAlāʼ	16
الامين	al-Amīn	16
الخلافة	al-khilāfah	16
الخلفاء	al-khulafāʼ	16
المغفور	al-maghfūr	16
الميمني	al-Maymanī	16
ورئيس	wa-raʼīs	16
كاظمي	Kāẓimī	16
القاسمي	al-Qāsimī	16
بتصرف	bi-taṣarruf	16
الحجاج	al-Ḥajjāj	16
تقويم	Taqwīm	16
الحضارة	al-ḥaḍārah	16
يزدي	Yazdī	16
تقريرات	taqrīrāt	16
المنير	al-munīr	16
الألباب	al-albāb	16
رزوق	Razzūq	16
فيلوثاؤس	Fīlūthāʼus	16
تفتازاني	Taftāzānī	16
طبرسي	Ṭabarsī	16
الراوي	al-Rāwī	16
المبارك	al-Mubārak	16
أوس	Aws	16
مدرسي	Mudarrisī	16
مؤلف	muʼallif	16
رحلة	Riḥlat	16
التأويل	al-taʼwīl	16
الحساب	al-Ḥisāb	16
والحديث	wa-al-ḥadīth	16
وعبد	wa-ʻAbd	16
الجيلاني	al-Jīlānī	16
درجة	darajat	16
ادبية	adabīyah	16
العلي	al-ʻAlī	15
ٱحمد	Aḥmad	15
تراث	Turāth	15
النوري	al-Nūrī	15
الزراعية	al-Zirāʻīyah	15
الامم	al-umam	15
وعلى	wa-ʻalá	15
مرشد	Murshid	15
راوي	Rāwī	15
الهجرة	al-Hijrah	15
السنوسي	al-Sanūsī	15
شادي	Shādī	15
أنور	Anwar	15
الامامية	al-Imāmīyah	15
المشتهر	al-mushtahir	15
كما	kamā	15
مرعي	Marʻī	15
منشىء	munshiʼ	15
المتعال	al-Mutaʻāl	15
قيس	Qays	15
هاذا	Hādhā	15
نافع	Nāfiʻ	15
السبكي	al-Subkī	15
شعراني	Shaʻrānī	15
كردستان	Kurdistān	15
أشرف	ashrafa	15
والبديع	wa-al-badīʻ	15
ليلة	laylah	15
المجلد	al-Mujallad	15
السلطان	al-Sulṭān	15
زيني	Zaynī	15
المنهاج	al-Minhāj	15
درويش	Darwīsh	15
قصيدة	qaṣīdat	15
الأوسط	al-Awsaṭ	15
والتأليف	wa-al-Taʼlīf	15
الإنكليزية	al-Inklīzīyah	15
حلية	Ḥilyat	15
باهتمام	bi-ihtimām	15
أشهر	ashhar	15
رسول	Rasūl	15
ارسلان	Arslān	15
كرماني	Kirmānī	15
-	-	15
الشهداء	al-Shuhadāʼ	15
مجد	Majd	15
الحفاظ	al-ḥuffāẓ	15
درر	Durar	15
عليهم	ʻalayhim	15
يكن	Yakan	15
كعب	Kaʻb	15
1936	1936	15
زهدي	Zuhdī	15
دهمان	Duhmān	15
كاتب	Kātib	15
منها	minhā	15
الاعلامية	al-iʻlāmīyah	15
ومزيدة	wa-mazīdah	15
وترتيب	wa-tartīb	15
ولي	Walī	15
مدح	madḥ	15
الدىن	al-Dīn	15
موريس	Mūrīs	15
القبطية	al-Qibṭīyah	15
شحاتة	Shiḥātah	15
العامل	al-ʻāmil	15
منيب	Munīb	15
انور	Anwar	15
رجال	Rijāl	15
ثلاث	thalāth	15
قرألي	Qarʼalī	15
خياط	Khayyāṭ	15
بنشرها	bi-nashrihā	15
انس	Anas	15
1924	1924	15
فهرست	Fihrist	15
لواضعه	li-wāḍiʻihi	15
عصفور	ʻUṣfūr	15
حاتم	Ḥātim	15
الاكبر	al-akbar	15
زمانه	zamānihi	15
الحمداني	al-Ḥamdānī	15
خرسان	Kharsān	15
المسماة	al-musammāh	15
أعضاء	aʻḍāʼ	15
حكم	ḥukm	15
شكسبير	Shakespeare	15
الرجائي	al-Rajāʼī	15
شاه	Shāh	15
نظارة	Niẓārat	15
العاشر	al-ʻāshir	15
عنيت	ʻuniyat	15
بطبعه	bi-ṭabʻihi	15
وترجم	wa-tarjama	15
وتحقيقه	wa-taḥqīqihi	15
مقامات	Maqāmāt	15
الروحية	al-rūḥīyah	15
كتبه	katabahu	15
لباب	Lubāb	15
ليسانسيه	līsānsīh	14
إسعاف	Isʻāf	14
أدبي	adabī	14
سياسية	siyāsīyah	14
الفلاسفة	al-falāsifah	14
والصناعة	wa-al-Ṣināʻah	14
القصيدة	al-Qaṣīdah	14
التحرير	al-Taḥrīr	14
المعاهد	al-Maʻāhid	14
الزيات	al-Zayyāt	14
إمام	imām	14
مؤمن	Muʼmin	14
الأمريكية	al-Amrīkīyah	14
التاج	al-tāj	14
البروجردي	al-Burūjirdī	14
الفيض	al-Fayḍ	14
الرباني	al-rabbānī	14
20	20	14
la	la	14
الموسوعات	al-Mawsūʻāt	14
الحزب	al-Ḥizb	14
الغطاء	al-Ghiṭāʼ	14
روايات	Riwāyāt	14
حل	ḥall	14
وسيلة	Wasīlat	14
معلوف	Maʻlūf	14
المكاسب	al-Makāsib	14
الألفاظ	al-alfāẓ	14
النصرانية	al-Naṣrānīyah	14
مقريزي	Maqrīzī	14
شرائع	Sharāʼiʻ	14
رمسيس	Ramsīs	14
رحمة	Raḥmat	14
مباحث	Mabāḥith	14
أدهم	Adʹham	14
وبعض	wa-baʻḍ	14
مراجعة	murājaʻat	14
المدقق	al-mudaqqiq	14
مسرحية	masraḥīyah	14
المذهب	al-madhhab	14
العارفين	al-ʻārifīn	14
مخطوطة	makhṭūṭah	14
برجال	bi-rijāl	14
مهر	Mihr	14
منيمنة	Munayminah	14
علوي	ʻAlawī	14
تشرين	Tishrīn	14
المرضية	al-marḍīyah	14
جار	Jār	14
الكنيسة	al-Kanīsah	14
الخطاب	al-Khaṭṭāb	14
منظور	Manẓūr	14
علمي	ʻilmī	14
الافغاني	al-Afghānī	14
والادب	wa-al-adab	14
مصري	Miṣrī	14
اشرف	ashrafa	14
الإتحاد	al-Ittiḥād	14
طيفور	Ṭayfūr	14
احوال	aḥwāl	14
طولون	Ṭūlūn	14
اشعار	ashʻār	14
شواهد	Shawāhid	14
لأول	li-awwal	14
الشيباني	al-Shaybānī	14
گنون	Gannūn	14
نجف	Najaf	14
الحراني	al-Ḥarrānī	14
الصغير	al-ṣaghīr	14
وتصحيح	wa-taṣḥīḥ	14
دريد	Durayd	14
بالفجالة	bi-al-Fajjālah	14
لدراسة	li-dirāsat	14
مير	Mīr	14
الضبي	al-Ḍabbī	14
قاموس	Qāmūs	14
الطالب	al-ṭālib	14
المحمودية	al-Maḥmūdīyah	14
المتحف	al-Matḥaf	14
المبين	al-mubīn	14
اديب	Adīb	14
نزيل	nazīl	14
الحج	al-Ḥajj	14
تفصيل	Tafṣīl	14
أولى	ūlá	14
الأزهري	al-Azharī	14
الطلاب	al-ṭullāb	14
بدائع	Badāʼiʻ	14
الانسان	al-insān	14
خاطر	Khāṭir	14
الوردي	al-Wardī	14
المصطفوي	al-Muṣṭafawī	14
مما	mimmā	14
الخياط	al-Khayyāṭ	14
الواعظ	al-Wāʻiẓ	14
الثمين	al-thamīn	14
العقل	al-ʻaql	14
العظيم	al-ʻAẓīm	14
